Unnamed: 0,title,id_tmdb,overview,recommendations,note_moyenne,lien_photos,budget,revenue,production_companies,AnSortie,id_video,trailers,Year
0,Le Fabuleux Destin d'Amélie Poulain,194,"Amélie, une jeune serveuse dans un bar de Montmartre, passe son temps à observer les gens et à laisser son imagination divaguer. Elle s'est fixée un but : faire le bien de ceux qui l'entourent. Elle invente alors des stratagèmes pour intervenir incognito dans leur existence. Le chemin d'Amélie est jalonné de rencontres: Georgette, la buraliste hypocondriaque, Lucien, le commis d'épicerie, Madeleine Wallace, la concierge portée sur le porto et les chiens empaillés, ou encore Raymond Dufayel alias « l'homme de verre », son voisin qui ne vit qu'à travers une reproduction d'un tableau de Renoir. Cette quête du bonheur amène Amélie à faire la connaissance de Nino Quincampoix, un étrange « prince charmant ». Celui-ci partage son temps entre un train fantôme et un sex-shop, et cherche à identifier un inconnu dont la photo réapparaît sans cesse dans plusieurs cabines de photomaton.","['Mary à tout prix', 'Pretty Woman', ""L'Arnacœur"", 'Amour & turbulences', ""L'Âge de raison""]",7,https://image.tmdb.org/t/p/original//tdXtLG6L1QMwrv0MNdW6B9IwC8B.jpg,10000000.0,173921954.0,"Victoires Productions, Tapioca Films, France 3 Cinéma, MMC Independent, UGC",1970-01-01 00:00:00.000002001,"['658588af3acd2054717b5c24', '6585890cd64ac21b0c14265f', '658588ff4f33ad5c70020194', '658588ee71f095582423de85', '6585891f4f33ad5c7002019f', '6585895743cd54546c3c371e', '5cafa362c3a3683c30ab2680']","['https://www.youtube.com/watch?v=Py7cDXQae2U', 'https://www.youtube.com/watch?v=UkLkim0HYME', 'https://www.youtube.com/watch?v=e2vTkFFuQYY', 'https://www.youtube.com/watch?v=vD0h-Nb5qhs', 'https://www.youtube.com/watch?v=cT0bGB0eCpI', 'https://www.youtube.com/watch?v=YWqs2hDO4Eg', 'https://www.youtube.com/watch?v=2UT5xaAfxWU']",1970.0
1,La science des rêves,300,"Venu travailler à Paris dans une entreprise fabriquant des calendriers, Stéphane Miroux mène une vie monotone qu'il compense par ses rêves. Devant des caméras en carton, il s'invente une émission de télévision sur le rêve.Un jour, il fait la connaissance de Stéphanie, sa voisine, dont il tombe amoureux. D'abord charmée par les excentricités de cet étonnant garçon, la jeune femme prend peur et finit par le repousser. Ne sachant comment parvenir à la séduire, Stéphane décide de chercher la solution de son problème là où l'imagination est reine...","['Toto le héros', 'Une sirène à Paris', 'Incroyable mais vrai', 'Vincent doit mourir', 'Angel-A']",7,https://image.tmdb.org/t/p/original//aRMpMDCitnnwOQw86y9pOQOIvoo.jpg,6000000.0,9524340.0,"Partizan Films, Gaumont, France 3 Cinéma, TPS Star, Mikado Film, Canal+",1970-01-01 00:00:00.000002006,"['624c8d306b5fc200a7feb22f', '65407352eec5b5011ee9ce42']","['https://www.youtube.com/watch?v=GCYAQn7W19s', 'https://www.youtube.com/watch?v=dHtE0szIip0']",1970.0
2,Caché,445,"Georges, journaliste littéraire, reçoit des vidéos — filmées clandestinement depuis la rue — où on le voit avec sa famille, ainsi que des dessins inquiétants et difficiles à interpréter. Il n'a aucune idée de l'identité de l'expéditeur. Peu à peu, le contenu des cassettes devient plus personnel, ce qui laisse soupçonner que l'expéditeur connaît Georges depuis longtemps. Ce dernier sent qu'une menace pèse sur lui et sur sa famille, mais comme cette menace n'est pas explicite, la police lui refuse son aide…","['Demonlover', 'Boîte noire', 'Paris nous appartient', 'La Route de Salina', ""Maigret et l'Affaire Saint-Fiacre""]",7,https://image.tmdb.org/t/p/original//vSIGVNCLDnw1NYH8mgSrxC5jYQn.jpg,8731048.0,36000000.0,"Les Films du Losange, Wega Film, Bavaria Film, BIM Distribuzione",1970-01-01 00:00:00.000002005,"['65b552a22faf4d0163dc3e82', '5da3742d1967570017ab353f', '65b552f04f33ad01310bb661']","['https://www.youtube.com/watch?v=5DO-b_L5yB4', 'https://www.youtube.com/watch?v=pvT_9TqIEtM', 'https://www.youtube.com/watch?v=e0cJMGcbLbo']",1970.0
3,À ma sœur !,570,"Anaïs, douze ans, se trouve complexée par son poids. Tapie dans l'ombre ou laissée pour compte, elle souffre intérieurement. C'est l'été, la mer, les vacances en famille, l'apprentissage du premier amour. Cet apprentissage, Anaïs le fait en observant sa sœur aînée Eléna. Celle-ci, quinze ans, incarne la beauté du diable. Pas plus intelligente, ni plus bête que sa cadette, elle rejette l'idée de n'être qu'un objet de désir. La perte de la virginité des filles va ouvrir la porte au drame.","['Le Pornographe', ""J'ai tué ma mère"", 'Les Quatre Cents Coups', ""L'Apollonide, souvenirs de la maison close"", 'Papicha']",6,https://image.tmdb.org/t/p/original//426B9x66W1lrhCsOqKtij3vFp4Z.jpg,0.0,766000.0,"Urania Pictures, CB Films, Immagine e Cinema, CNC, Canal+, ARTE France Cinéma, Flach Film",1970-01-01 00:00:00.000002001,"['669bfcbfbcaa120b638b9d0f', '64c41c7563aad2020a8a08a2', '5dd5a502b39e3500138eec09']","['https://www.youtube.com/watch?v=4mjtBsUnFsE', 'https://www.youtube.com/watch?v=uoRPBoOrtKc', 'https://www.youtube.com/watch?v=S7K2ZRuwBgg']",1970.0
4,Irréversible,979,"Une jeune femme, Alex, se fait violer par un inconnu dans un tunnel. Son compagnon Marcus et son ex-petit ami Pierre décident de faire justice eux-mêmes.","['Z', ""L'Enfer"", 'Tirez sur le pianiste', 'Le Choix des armes', 'Plein soleil']",7,https://image.tmdb.org/t/p/original//o6bXnLTiNUvnHShkxqUOnzpdCgk.jpg,3500000.0,6500000.0,"Wild Bunch, Eskwad, StudioCanal, Les Cinémas de la Zone, Nord-Ouest Productions, 120 Films, Canal+",1970-01-01 00:00:00.000002002,['5abebde40e0a264a6001c18c'],['https://www.youtube.com/watch?v=FxPNSErZ5bE'],1970.0
5,L'Auberge espagnole,1555,"Xavier, un jeune homme de 25 ans, part à Barcelone pour terminer ses études en économie et apprendre l’espagnol. Cette langue est nécessaire pour occuper un poste, que lui promet un ami de son père, au ministère des Finances. Mais pour ce faire, il doit quitter sa petite amie Martine, avec qui il vit depuis quatre ans. En Espagne, Xavier cherche un logement et trouve finalement un appartement dans le centre de Barcelone qu’il compte partager avec 7 autres personnes. Chacun de ses co‐locataires est originaire d’un pays différent.","['Le Nom des gens', 'Les beaux gosses', 'Ridicule', 'Gemma Bovery', 'Un 32 août sur terre']",7,https://image.tmdb.org/t/p/original//qKq4uLZDAJhBfpRsfPRYouQ5jW5.jpg,5300000.0,3897799.0,"Mate Producciones S.A., Bac Films, Ce Qui Me Meut Motion Pictures, France 2 Cinéma, Mate Films, StudioCanal, Vía Digital, Fox Searchlight Pictures",1970-01-01 00:00:00.000002002,"['533ec658c3a3685448000886', '533ec658c3a3685448000885', '533ec658c3a3685448000887']","['https://www.youtube.com/watch?v=AsvJFtUDfl0', 'https://www.youtube.com/watch?v=_50dxILpJ_c', 'https://www.youtube.com/watch?v=CCs6AzLeNQI']",1970.0
6,Les Poupées russes,1826,"Xavier a 30 ans. Il a réalisé son rêve d’enfance, il est devenu écrivain, mais il semble quand même un peu perdu. Il a quelques problèmes avec sa banquière. Il a également des réticences à se fixer avec une fille et enchaîne les aventures amoureuses avec inconséquence. Xavier est contraint de continuer son travail à Londres, puis à Saint‐Pétersbourg. Ces nouveaux voyages lui permettront peut‐être de réconcilier le travail, l’amour et l’écriture.","['The Artist', ""Bienvenue chez les Ch'tis"", 'Gemma Bovery', 'Le Redoutable', 'Hors de prix']",6,https://image.tmdb.org/t/p/original//6TsIJvLTlqVZPzpsx6asbz5jkfl.jpg,13000000.0,23727301.0,"StudioCanal, TPS Cinéma, Lunar Films, Ce Qui Me Meut Motion Pictures, Canal+, France 2 Cinéma",1970-01-01 00:00:00.000002005,"['533ec659c3a36854480009cb', '533ec659c3a36854480009ca']","['https://www.youtube.com/watch?v=kP_OaO6dbMk', 'https://www.youtube.com/watch?v=Nu8F2EL1l-I']",1970.0
7,Dans ma peau,1836,"Agée d'une trentaine d'année, Esther réalise ce dont on peut rêver à son âge : en mission dans une société d'études de marché, elle réussit à passer chef de projet junior. Elle vit aussi une histoire d'amour avec Laurent avec qui elle envisage d'acheter un logement.  Tout va donc bien jusqu'au moment où elle tombe dans le jardin sombre d'une maison où se tient une soirée à laquelle elle participe. Plusieurs heures après sa chute, elle se rend compte qu'elle est vraiment blessée et doit se rendre aux urgences. Elle ne comprend pas pourquoi elle n'a pas senti cette blessure, pourquoi elle n'a pas eu conscience de ce qui se passait dans son corps.  Esther commence alors à se lacérer la peau, comme pour retrouver la présence de son corps.","['Lux Æterna', 'Mais ne nous delivrez pas du mal', 'Grave', 'Sombre', ""L'Exorciste""]",6,https://image.tmdb.org/t/p/original//hoLNth29tYYUM5HoqXmBjKvL9zk.jpg,0.0,31046.0,"Lazennec et Associés, CNC, Natexis Banques Populaires Images 2",1970-01-01 00:00:00.000002002,['56c227f9c3a3682601000322'],['https://www.youtube.com/watch?v=HP6Ro-Rwvl8'],1970.0
8,"Va, vis et deviens",1986,"En 1984, des milliers d'Africains de 26 pays frappés par la famine se retrouvent dans des camps au Soudan. A l'initiative d'Israël et des Etats-Unis, une vaste action est menée pour emmener des milliers de Juifs éthiopiens vers Israël.Une mère chrétienne pousse son fils de neuf ans à se déclarer juif pour le sauver de la famine et de la mort. L'enfant arrive en Terre Sainte. Déclaré orphelin, il est adopté par une famille française sépharade vivant à Tel-Aviv. Il grandit avec la peur que l'on découvre son double-secret et mensonge : ni juif, ni orphelin, seulement noir. Il découvrira l'amour, la culture occidentale, la judaïté mais également le racisme et la guerre dans les territoires occupés.","['La Vérité', 'Code inconnu', 'Vivre sa vie: film en douze tableaux', 'Les Cowboys', 'Au hasard Balthazar']",7,https://image.tmdb.org/t/p/original//9epxWjiU1epDK3dg8DKnBhHP1bn.jpg,0.0,0.0,"France 3 Cinéma, Elzévir Films, Oï  Oï  Oï Productions, Cattleya, K2 SA, Transfax Film Productions, Canal+, Medusa Film, SCOPE Invest, CinéCinéma, Kiosque, Fonds Eurimages du Conseil de l'Europe, CNC, Centre du Cinéma et de l'Audiovisuel de la FWB, MEDIA Programme of the European Union, SCOPE Pictures",1970-01-01 00:00:00.000002005,['533ec65ac3a3685448000aac'],['https://www.youtube.com/watch?v=4O1tBFjeoGA'],1970.0
9,Persepolis,2011,"Téhéran 1978 : Marjane, huit ans, songe à l’avenir et se rêve en prophète sauvant le monde. Choyée par des parents modernes et cultivés, particulièrement liée à sa grand-mère, elle suit avec exaltation les évènements qui vont mener à la révolution et provoquer la chute du régime du Chah.
 Avec l’instauration de la République islamique débute le temps des «commissaires de la révolution» qui contrôlent tenues et comportements. Marjane qui doit porter le voile, se rêve désormais en révolutionnaire.
 Bientôt, la guerre contre l’Irak entraîne bombardements, privations, et disparitions de proches. La répression intérieure devient chaque jour plus sévère. Dans un contexte de plus en plus pénible, sa langue bien pendue et ses positions rebelles deviennent problématiques. Ses parents décident alors de l’envoyer en Autriche pour la protéger.","[""L'Illusionniste"", 'Les Triplettes de Belleville', 'Watchmen: Chapter I', 'Pinocchio par Guillermo del Toro', 'Juste la fin du monde']",7,https://image.tmdb.org/t/p/original//3uFWf4ucKFW83mZ0KNVa7gllUg2.jpg,7300000.0,0.0,"Société des Producteurs de L'Angoa, Sony Pictures Classics, PROCIREP, Soficinéma, France 3 Cinéma, Diaphana Films, Sofica EuropaCorp, Celluloid Dreams, The Kennedy/Marshall Company, La Région Île-de-France, Fondation GAN pour le Cinéma, 2.4.7. Films, French Connection Animations, CNC",1970-01-01 00:00:00.000002007,"['66339d92c3926601296d9d17', '533ec65ac3a3685448000ad6']","['https://www.youtube.com/watch?v=5uaYtMb0lvs', 'https://www.youtube.com/watch?v=NZ22VyjJ6n8']",1970.0
10,Le Scaphandre et le Papillon,2013,"Le 8 décembre 1995, un accident vasculaire brutal a plongé Jean-Dominique Bauby, journaliste et père de deux enfants, dans un coma profond. Quand il en sortit, toutes ses fonctions motrices étaient détériorées. Atteint de ce que la médecine appelle le ""locked-in syndrome"", il ne pouvait plus bouger, parler ni même respirer sans assistance. Dans ce corps inerte, seul un œil bouge. Cet œil, devient son lien avec le monde, avec les autres, avec la vie. Il cligne une fois pour dire ""oui"", deux fois pour dire ""non"". Avec son œil, il arrête l'attention de son visiteur sur les lettres de l'alphabet qu'on lui dicte et forme des mots, des phrases, des pages entières... Avec son œil, il écrit ce livre, ""Le Scaphandre et le Papillon"", dont chaque matin pendant des semaines, il a mémorisé les phrases avant de les dicter...","['Des hommes et des dieux', 'Amen.', 'Les Adieux à la reine', ""L'Enfant sauvage"", 'Simone, le voyage du siècle']",7,https://image.tmdb.org/t/p/original//res4M4iWhMl15fD4lxaeUh7obh9.jpg,14000020.0,19777647.0,"Pathé Renn Productions, France 3 Cinéma, The Kennedy/Marshall Company",1970-01-01 00:00:00.000002007,['57fd6c8792514106990007a8'],['https://www.youtube.com/watch?v=eawGsbRLzHQ'],1970.0
11,Indigènes,2016,"En 1943, alors que la France tente de se libérer de la domination nazie, le parcours de quatre ""indigènes"", soldats oubliés de la première armée française recrutée en Afrique. Abdelkader, Saïd, Messaoud et Yassin, réputés pour leur courage, sont envoyés en première ligne. Argent, amour pour la France ou pour l'armée française, foi en la liberté et l'égalité, leurs motivations divergent pour un même combat, libérer la France, les armes à la main.","['La Rafle', 'Paris brûle-t-il ?', 'Diplomatie', 'Il faut sauver le soldat Ryan', 'Le Scaphandre et le Papillon']",6,https://image.tmdb.org/t/p/original//oZoVn9SD9779SGDPiDcm8T5iR0Q.jpg,14500000.0,22963701.0,"Tessalit Productions, France 2 Cinéma, France 3 Cinéma, StudioCanal, SCOPE Invest, Tassili Films, Versus Production, Kissfilms, Taza Productions, La Petite Reine",1970-01-01 00:00:00.000002006,['533ec65ac3a3685448000ade'],['https://www.youtube.com/watch?v=5O3Hgrc_dTM'],1970.0
12,Wasabi,2110,"Flic solitaire au grand cœur mais aux méthodes parfois musclées, l'inspecteur Hubert se retrouve en vacances forcées après avoir rossé le fils du préfet. Un jour, il reçoit le coup de fil d'un notaire qui lui annonce que Miko, la femme de sa vie disparue vingt ans auparavant, vient de mourir dans d'étranges circonstances. Seul légataire testamentaire, Hubert débarque au Japon, accueilli par son ancien équipier, pour découvrir ce dont il a hérité.","['Voleuses', 'JCVD', 'Taxi 4', 'La Belle Époque', 'Taxi 2']",6,https://image.tmdb.org/t/p/original//oBwN9g6drU75vUXxYLSN4h8f4ck.jpg,15300000.0,10366360.0,"Canal+, TF1 Films Production, Tobis, Destiny, EuropaCorp, Victor Company of Japan (JVC), Samitose Productions",1970-01-01 00:00:00.000002001,['5b9f75d4c3a36833a001f699'],['https://www.youtube.com/watch?v=l0BtQUa4EYI'],1970.0
13,"Paris, je t'aime",2266,"Génération AMOUR... Au fil des quartiers, des histoires d’amour passager, voilé, mimé, vampirisé, malmené ou révélé... Un Pari(s) moderne émouvant et drôle, un film plein de vie(s) sur le thème de l’Amour.","['Mon roi', 'Amour', 'Mal de pierres', 'Laurence Anyways', ""De rouille et d'os""]",6,https://image.tmdb.org/t/p/original//w2ymaGlJqgNHjexYQ6h0ByoGzw8.jpg,13000000.0,4900000.0,"Filmazure, Pirol Stiftung, Victoires International",1970-01-01 00:00:00.000002006,['533ec65bc3a3685448000bac'],['https://www.youtube.com/watch?v=yAOQBuPHV3M'],1970.0
14,Taxi 2,2332,"Daniel, le chauffeur de taxi dingue de vitesse, et Emilien, l'inspecteur de police inexpérimenté, se retrouvent à Paris. Le ministre de la défense japonais vient tester le savoir-faire hexagonal en matière de lutte antiterroriste et signer le contrat du siècle avec l'Etat français. Mais il est enlevé par des yakusas...","['Taxi 4', 'Le Dernier Mercenaire', ""L'Opération Corned Beef"", 'RAID Dingue', ""L'Homme de Rio""]",6,https://image.tmdb.org/t/p/original//ykpuFTUtnpqJqIvmEOMCZtTwaeg.jpg,10500000.0,64400000.0,"ARP Sélection, TF1 Films Production, Canal+, Leeloo Productions, EuropaCorp",1970-01-01 00:00:00.000002000,['533ec65bc3a3685448000bf0'],['https://www.youtube.com/watch?v=XvGjrOLjG-s'],1970.0
15,Taxi 4,2335,"Après cinq ans d'absence, nous retrouvons Daniel et Émilien pour de nouvelles aventures sur la Canebière. Les autorités donnent à transférer, au commissariat de Marseille, un braqueur de banque belge recherché par Interpol.","['Taxi 2', 'RAID Dingue', ""L'Opération Corned Beef"", 'Le Dernier Mercenaire', ""L'Homme de Rio""]",5,https://image.tmdb.org/t/p/original//w24fH10gcaX1pf2VkViBzNgHVt5.jpg,17500000.0,65125001.0,Apipoulaï Productions,1970-01-01 00:00:00.000002007,['548ae945c3a368071d00160d'],['https://www.youtube.com/watch?v=i9KDTzVN2jM'],1970.0
16,Astérix aux Jeux olympiques,2395,"Astérix et Obélix, dans de nouvelles aventures où ils devront remporter les Jeux olympiques, permettre au jeune Gaulois, Alafolix, d’épouser la Princesse Irina et lutter contre le terrible Brutus, prêt à tous les stratagèmes, pour lui aussi gagner les Jeux olympiques et se débarrasser de son père : Jules César.","['Blanche Neige', 'Hook ou la Revanche du capitaine Crochet', 'Hook ou la Revanche du capitaine Crochet', 'Astérix & Obélix : Mission Cléopâtre', 'La Nuit au musée\xa0: Le Secret des pharaons']",5,https://image.tmdb.org/t/p/original//qCy6c8UVEoUeA0cEn6Dkufd3mI9.jpg,97250400.0,132900000.0,"TF1 Films Production, Constantin Film, La Petite Reine, Tripictures, Sorolla Films, Novo RPI, uFilm, Canal+ España, Les Éditions Albert René, Canal+, Renn Productions, Pathé, Cirta Films",1970-01-01 00:00:00.000002008,['54790b3c925141298600050c'],['https://www.youtube.com/watch?v=I4IwYe5N1o0'],1970.0
17,Le temps qui reste,2566,"Romain, un jeune photographe de 30 ans, apprend brutalement qu'il n'a plus que quelques mois à vivre.","[""Histoire d'O"", 'Close', 'La Haine', 'Les Quatre Cents Coups', 'Le Pornographe']",6,https://image.tmdb.org/t/p/original//qRPevWM0fO1OXv8NtcTDjqMKvgF.jpg,0.0,0.0,"Canal+, Fidélité Productions",1970-01-01 00:00:00.000002005,['5b30b31a9251413c7000006a'],['https://www.youtube.com/watch?v=qu3pNe221xI'],1970.0
18,Un long dimanche de fiançailles,2841,"En 1919, Mathilde a 19 ans. Deux ans plus tôt, son fiancé Manech est parti sur le front de la Somme. Comme des millions d'autres, il est « mort au champ d'honneur ». C'est écrit noir sur blanc sur l'avis officiel. Pourtant, Mathilde refuse d'admettre cette évidence. Si Manech était mort, elle le saurait ! Elle se raccroche à son intuition comme au dernier fil ténu qui la relierait encore à son amant. Un ancien sergent a beau lui raconter que Manech est mort sur le no man's land d'une tranchée nommée Bingo Crépuscule, en compagnie de quatre autres condamnés à mort pour mutilation volontaire ; rien n'y fait. Mathilde refuse de lâcher le fil. Elle s'y cramponne avec la foi du charbonnier et se lance dans une véritable contre-enquête. De faux espoirs en incertitudes, elle va démêler peu à peu la vérité sur le sort de Manech et de ses quatre camarades.","['Le Dernier Métro', ""Un homme d'exception"", 'Les Amants du Pont-Neuf', 'Eiffel', 'Un sac de billes']",7,https://image.tmdb.org/t/p/original//9LFaj25McYkNCmBQCPo1DiAfx3y.jpg,47000000.0,0.0,"2003 Productions, Tapioca Films, Warner Bros. Pictures, TF1 Films Production, Warner Bros. Entertainment France",1970-01-01 00:00:00.000002004,"['63348e49ea89f5007a0b2347', '5b55856cc3a3685c850123e6']","['https://www.youtube.com/watch?v=2HJXPvM1y2E', 'https://www.youtube.com/watch?v=BNx2iuOGVVI']",1970.0
19,Astérix & Obélix : Mission Cléopâtre,2899,"Cléopâtre, la reine d’Égypte, décide, pour défier l’empereur romain Jules César, de construire en trois mois un palais somptueux en plein désert. Si elle y parvient, celui‐ci devra concéder publiquement que le peuple égyptien est le plus grand de tous les peuples. Pour ce faire, Cléopâtre fait appel à Numérobis, un architecte d’avant‐garde plein d’énergie. S’il réussit, elle le couvrira d’or. S’il échoue, elle le jettera aux crocodiles. Celui‐ci, conscient du défi à relever, cherche de l’aide auprès de son vieil ami Panoramix. Le druide fait le voyage en Égypte avec Astérix et Obélix. De son côté, Amonbofis, l’architecte officiel de Cléopâtre, jaloux que la reine ait choisi Numérobis pour construire le palais, va tout mettre en œuvre pour faire échouer son concurrent.","['Hook ou la Revanche du capitaine Crochet', 'Hook ou la Revanche du capitaine Crochet', 'Blanche Neige', 'La guerre des fées', 'Astérix aux Jeux olympiques']",7,https://image.tmdb.org/t/p/original//tQQE0901nqdpzYGEAZtDbdTlxe6.jpg,58500000.0,128027976.0,"Canal+, KC Medien, Katharina, La Petite Reine, Renn Productions, CNC, TF1 Films Production, Chez Wam, Pathé",1970-01-01 00:00:00.000002002,"['652e5243a8023600e0ac2edd', '533ec65cc3a3685448000cd9']","['https://www.youtube.com/watch?v=_MPJs0vD_oQ', 'https://www.youtube.com/watch?v=XlhihCd6qtw']",1970.0
20,Lady Chatterley,3542,"Dans le château des Chatterley, Constance coule des jours monotones, enfermée dans son mariage et son sens du devoir. Au printemps, au cœur de la forêt de Wragby, elle fait la connaissance de Parkin, le garde-chasse du domaine. Le film est leur histoire. Le récit d'une rencontre, d'un difficile apprivoisement, d'un lent éveil à la sensualité pour elle, d'un long retour à la vie pour lui. Ou comment l'amour ne fait qu'un avec l'expérience de la transformation.","[""L'Important c'est d'aimer"", ""L'Année dernière à Marienbad"", 'Puppylove', 'Un homme et une femme', 'Un balcon sur la mer']",6,https://image.tmdb.org/t/p/original//pkQT4c9Xhz39uaFyTAn6abGI9r3.jpg,0.0,0.0,"Maïa Films, Les Films du Lendemain, ARTE France Cinéma, Saga Film, Titre et Structure Production, CNC",1970-01-01 00:00:00.000002006,['62e872c6fdf8b70061eb635a'],['https://www.youtube.com/watch?v=MDq0jqey5SI'],1970.0
21,Odette Toulemonde,4171,"Odette Toulemonde n'a objectivement rien pour être heureuse mais l'est. Balthazar Balsan a tout pour être heureux mais ne l'est pas. Odette, la quarantaine maladroite, entre un fils coiffeur savoureux, une fille engluée dans sa puberté, travaille le jour au rayon cosmétiques d'un grand magasin et coud le soir des plumes sur des costumes de revues parisiennes. Elle rêve de remercier Balthazar Balsan, son auteur préféré, à qui – pense-t-elle - elle doit son optimisme. L'écrivain parisien, riche et séducteur, va débarquer dans sa vie de façon inattendue. Récit de la rencontre comique et fantasque de deux naufragés atypiques que tout sépare…","[""L'Argent de poche"", 'La Source des femmes', 'Monsieur Lazhar', 'Hors normes', 'La Traversée de Paris']",5,https://image.tmdb.org/t/p/original//dwpuTxb9JkBhPBqZs13iTpTjOAw.jpg,0.0,0.0,"Bel Ombre Films, Antigone Cinéma, Les Films de l'Etang, RTBF, TF1 Films Production, Renn Productions, Pathé",1970-01-01 00:00:00.000002007,['533ec65ec3a3685448000e4e'],['https://www.youtube.com/watch?v=4OMF83Upynk'],1970.0
22,Combien tu m'aimes ?,5070,"Dans le Pigalle des boîtes de nuit, la Beauté professionnelle, c'est Daniela. Quand le client la voit, il a le souffle coupé.Le client vient de gagner gros au Loto. C'est François. Il demande à Daniela « Combien tu prends ' », lui propose immédiatement de devenir sa femme. Elle accepte. Mais on ne quitte pas comme ça Charly, le monde de la nuit...","[""Les Exploits d'un jeune Don Juan"", 'La Chinoise', 'Chambre 212', 'Avis de mistral', ""Ôtez-moi d'un doute""]",5,https://image.tmdb.org/t/p/original//np3mI3KOUcyejEPVzWGSPsAoY2L.jpg,0.0,0.0,"France 2 Cinéma, Fidélité Productions, Pan Européenne Production, Wild Bunch, Plateau A, Les Films Action",1970-01-01 00:00:00.000002005,['643c8b198ec4ab0470af24d8'],['https://www.youtube.com/watch?v=hGkayeTcEb4'],1970.0
23,Immortel (ad vitam),5552,"En 2095 à New York, la journaliste Jill Bioskop, surnommée « la femme piège », rédige des articles sur une étrange machine à remonter le temps. Au même moment, son amant meurt dans un attentat. Une pyramide mystérieuse est en vol stationnaire au‐dessus de Manhattan…","['Deep Impact', 'Rencontres du troisième type', 'Black', ""Je t'aime, je t'aime"", 'La Mort en direct']",5,https://image.tmdb.org/t/p/original//38EhiB55DkTeJ6E1YiDjcPuSvrH.jpg,24665810.0,0.0,"Sofica Valor 6, RF2K Productions, Force Majeure Productions, Medusa Film, TPS Star, Cofimage 13, Natexis Banques Populaires Images 2, TF1 Films Production, CiBy 2000",1970-01-01 00:00:00.000002004,['54f02a2192514179680079f0'],['https://www.youtube.com/watch?v=KdtUbFCbp1A'],1970.0
24,13 Tzameti,6077,"Quelque part, dans un endroit reculé au bord de la mer, Sébastien, 22 ans, répare le toit d'une maison. Le propriétaire meurt d'une surdose après avoir reçu une étrange convocation censée lui rapporter beaucoup d'argent. Sébastien récupère l'enveloppe et décide de prendre sa place. Commence pour lui un jeu de piste qui le mènera jusqu'à un huis-clos clandestin, un monde cauchemardesque où des hommes parient sur la vie d'autres hommes...","['Mea Culpa', 'Subway', 'Nikita', 'Speed', 'Le Marginal']",7,https://image.tmdb.org/t/p/original//nfsY2q4pCdaUBbowOthG9Ft5WYR.jpg,0.0,767311.0,"Weltecho, Solimane Productions",1970-01-01 00:00:00.000002005,['533ec660c3a36854480010d5'],['https://www.youtube.com/watch?v=54jn0_ugqco'],1970.0
25,Sur mes lèvres,6173,"Carla Bhem, une jeune femme de 35 ans au physique plutôt moyen et qui porte des prothèses auditives, est secrétaire à la Sédim, une agence immobilière, mais elle est payée une misère et souffre d'un manque de considération de la part de ses employeurs. Son existence triste et solitaire va prendre une tournure différente avec l'arrivée dans la société de Paul Angéli, une nouvelle recrue de 25 ans, plutôt beau gosse, mais qui n'a aucune compétence dans la promotion immobilière. Celui-ci cherche à se réinsérer après avoir fait de la prison. Une histoire d'amour improbable, doublée de manipulation réciproque, va naître entre ces deux marginaux.","['La Sirène du Mississipi', 'Coup de chance', 'Le Trou', 'Deux hommes dans Manhattan', 'Le Doulos']",7,https://image.tmdb.org/t/p/original//jeCaVrg9mmgRmJWRMDnch5X7tBy.jpg,0.0,0.0,"Ciné B, France 2 Cinéma, Pathé Image, Sédif Productions",1970-01-01 00:00:00.000002001,['533ec661c3a36854480010ed'],['https://www.youtube.com/watch?v=idQKTEigAok'],1970.0
26,Le Pacte des loups,6312,"Délégué par le roi Louis XV, le chevalier Grégoire de Fronsac, accompagné de son vieil ami Mani, un Indien de la tribu des Mohawk, arrive dans le pays du Gévaudan afin d'élucider le mystère de la Bête, qui saigne les campagnes locales depuis plus d'un an. Les premières investigations du chevalier ne tardent pas à mettre au jour des éléments troublants.","[""Les Trois Mousquetaires : D'Artagnan"", '36.15 code Père Noël', 'Resident Evil\xa0: Afterlife', 'Indiana Jones et le Temple maudit', 'Indiana Jones et la dernière croisade']",6,https://image.tmdb.org/t/p/original//d7TXucKJ9MkLSNmVMDONv1Eu0V8.jpg,29000000.0,70800000.0,"Davis Films, Eskwad, Natexis Banques Populaires Images, Studio Image Soficas, TF1 Films Production, StudioCanal",1970-01-01 00:00:00.000002001,"['63180d580f0da5009b46f511', '653e4a03cc968300ea716ebb']","['https://www.youtube.com/watch?v=cmMfnFPMGH8', 'https://www.youtube.com/watch?v=RAGfNjIzldM']",1970.0
