Unnamed: 0,title,id_tmdb,overview,recommendations,note_moyenne,lien_photos,budget,revenue,production_companies,AnSortie,id_video,trailers,Year
707,La Vérité,61711,"Dominique Marceau est accusée d'avoir tué avec préméditation son amant, Gilbert Tellier, un musicien de talent par ailleurs fiancé à sa soeur, Annie. Devant le jury d'assises, Dominique se défend alors que tout l'accuse : son enfance difficile, ses moeurs libres. Dominique s'est mis en tête de séduire Gilbert pour ennuyer sa soeur, la trop sage et studieuse Annie. Puis, devenue la maîtresse de Gilbert, elle s'est laissée prendre au piège de l'amour-passion. Mais Gilbert, lui, a décidé de rompre, ne supportant pas que Dominique soit simple serveuse dans une boîte de nuit. Apprenant le prochain mariage de sa soeur avec Gilbert, Dominique décide de se suicider...","['Mes nuits sont plus belles que vos jours', 'Masculin féminin', 'Le Bonheur', 'Un beau matin', 'À nos amours']",7,https://image.tmdb.org/t/p/original//lEbtl2x16j74FzvRDFOA27PdLeF.jpg,0.0,0.0,"Han Productions, C.E.I.A.P., Iéna Productions",,['62e31e8667e0f700617f636a'],['https://www.youtube.com/watch?v=7SQc4dTGIOQ'],La Date Non Communiquée
708,La Guerre du feu,62204,"A l'époque de l'âge de pierre, trois guerriers d'une tribu pré-sapiens partent à la recherche du feu, élément magique vénéré mais redouté, objet de convoitises et de luttes pour la survie de l'espèce.","[""L'Odyssée"", 'Jacquou le Croquant', ""Himalaya - l'enfance d'un chef"", 'La Gloire de mon père', 'La Mort en ce jardin']",7,https://image.tmdb.org/t/p/original//gWinejy6s33cxENfcnpio2zKsSG.jpg,12000000.0,55260558.0,"Belstar Productions, Stéphan Films, International Cinema Corporation (ICC), Ciné Trail, Gruskoff Film Organization, Royal Bank of Canada, Famous Players Limited, 20th Century Fox",,"['533ec6b8c3a36854480064b0', '578a4588c3a3686698001470']","['https://www.youtube.com/watch?v=2pcGGKtPpSE', 'https://www.youtube.com/watch?v=nciH9Neesmg']",La Date Non Communiquée
709,Passe ton bac d'abord,63214,"À Lens, un groupe d'adolescents prépare le baccalauréat sans entrain.","['Nénette et Boni', 'Documenteur', ""S'en fout la mort"", 'La Femme publique', 'Ponette']",6,https://image.tmdb.org/t/p/original//chF85O0PP8i8TZ4Fkf5fsLQRmdh.jpg,0.0,0.0,"Les Films du Livradois, Renn Productions, France 3 Cinéma, INA",,['62521b618258fc046e478371'],['https://www.youtube.com/watch?v=lp8YHs9YeWE'],La Date Non Communiquée
710,Toute une nuit,63215,"Dans une ville, par une nuit d’été orageuse, hommes, femmes et enfants se laissent emporter par l’excès de leurs sentiments.","['Moderato cantabile', 'Quartet', '36 Fillette', 'Kung-Fu Master', 'Je, tu, il, elle']",6,https://image.tmdb.org/t/p/original//mbNWNnTfuK0QaW401S14MhhTI3q.jpg,0.0,0.0,"Paradise Films, Avidia Films",,['646a9d1754a09801728a1f1f'],['https://www.youtube.com/watch?v=1xMJbQMHmgs'],La Date Non Communiquée
711,"L'une chante, l'autre pas",63318,"Deux jeunes filles vivent à Paris en 1962. Pauline (17 ans), étudiante, rêve de quitter sa famille  pour devenir chanteuse. Suzanne (22 ans) s'occupe de ses deux enfants et fait face aux drames du suicide de leur père. La vie les sépare ; chacune vit son combat de femme. Pauline est devenue chanteuse dans un groupe militant et itinérant après avoir vécu une union difficile en Iran. Suzanne est sortie de sa misère et travaille au Planning familial. Dix ans plus tard, elles se retrouvent au cours d'une manifestation féministe. À la fin de cette chronique, on les retrouve ensemble, à nouveau, avec leurs enfants qui ont grandi.","['De bruit et de fureur', ""L'Enfance nue"", 'Le Diable probablement', 'La Religieuse', ""Muriel, ou le Temps d'un retour""]",7,https://image.tmdb.org/t/p/original//fTe8Fd6I7auRVkTociUxHTiWSdK.jpg,0.0,0.0,"Ciné-Tamaris, INLC, Paradise, SFP, INA",,['6170b743dcf8750062894315'],['https://www.youtube.com/watch?v=e81uf9dyT7c'],La Date Non Communiquée
712,La Vallée,63327,"Femme de consul, Viviane participe à une expédition en Nouvelle-Guinée. Elle s'éprend du leader du groupe, dont l'objectif est d'atteindre une mystérieuse vallée, où nul n'ose s'aventurer. En leur compagnie, Viviane s'initie aux rituels indigènes et à toutes sortes de plaisirs inconnus.","[""Les Rendez-vous d'Anna"", ""J'embrasse pas"", 'Ponette', ""S'en fout la mort"", 'Nénette et Boni']",5,https://image.tmdb.org/t/p/original//8WXeDqRQ4zAN82VYPNeDRNCg9wT.jpg,0.0,0.0,"SNC, Circle Associates Ltd., Les Films du Losange",,['533ec6bac3a36854480065a7'],['https://www.youtube.com/watch?v=3N_Lyad5IdM'],La Date Non Communiquée
713,"Léon Morin, prêtre",63892,"Durant l'occupation, dans une ville de province, la jeune veuve de guerre d'un juif communiste, mère d'une fillette, défie un jeune prêtre sur le terrain de la religion.","['Une femme douce', 'Loulou', 'Maîtresse', ""Quatre nuits d'un rêveur"", 'Je, tu, il, elle']",7,https://image.tmdb.org/t/p/original//214yo3Bk21tw0qKqabI09brvB9b.jpg,0.0,0.0,"Rome-Paris Films, Concordia Compagnia Cinematografica",,['533ec6bac3a3685448006628'],['https://www.youtube.com/watch?v=B7FveGpDq8s'],La Date Non Communiquée
714,Mauvais Sang,64131,"Sous l'accablante chaleur dégagée par la comète de Halley, la population parisienne est frappée par un virus tuant ceux qui font l'amour sans s'aimer. Dès lors, deux bandes rivales vont se disputer le germe de ce virus qui devrait permettre de créer un vaccin et sauver la population.","[""Casque d'Or"", 'Pierrot le fou', 'Le Fidèle', 'La Bête', 'Sur mes lèvres']",7,https://image.tmdb.org/t/p/original//4Dcoc3VkkR68GVI12oSCQn0pfzd.jpg,0.0,0.0,"Soprofilms, Unité Trois, Limbo Film AG, Les Films Plain Chant, FR3 Films Production, Georges Reinhart Productions, Sofima, Sogedis, CNC, Théo Films",,"['62f69307ecbde9007d65d68e', '53b593a50e0a2676cf0031f9']","['https://www.youtube.com/watch?v=ogRCw6RtgW4', 'https://www.youtube.com/watch?v=gxfVndPFxyU']",La Date Non Communiquée
715,Les Fruits de la Passion,64252,"Chine, 1929. O est placée par Sir Stephen dans une maison close où elle subit les pires sévices sexuels. Lors de la révolte des étrangers, un adolescent s'éprend d'O et la protège. Furieux, Sir Stephen le tue...","['Adults in the Room', 'La Belle Noiseuse', 'Au hasard Balthazar', 'Les Cowboys', 'Une Vie']",5,https://image.tmdb.org/t/p/original//93TfGBKzA3ngU8pquaMlcWjKlVT.jpg,0.0,0.0,"Jinriki Hikoki Sha, Argos Films",,['65f27a8d2fdec6017021a8a0'],['https://www.youtube.com/watch?v=oPUXfwCcPos'],La Date Non Communiquée
716,Mes petites amoureuses,64296,Daniel vit dans un village avec sa grand-mère. Un jour sa mère décide de le prendre avec elle à Narbonne et le place comme apprenti. Il doit alors renoncer à l’école.,"['Le Temps retrouvé', ""L'Eau froide"", 'Les Sœurs Brontë', 'La Meilleure Façon de marcher', 'Mademoiselle']",7,https://image.tmdb.org/t/p/original//4jfHgpRwN78TwqVNYH48ZuIaDhU.jpg,0.0,0.0,"Gala, Elite Film",,['663aa54484084dc606be862c'],['https://www.youtube.com/watch?v=30356625'],La Date Non Communiquée
717,Les pétroleuses,64345,"La bande des ""Frenchie King"", cinq soeurs hors-la-loi, a décidé de se ranger. Elles prennent alors possession du ranch de Little P. à la place de Doc Miller. Mais leur arrivée fait sensation et se heurte à l'hostilité de Maria Sarrazin qui fait pression sur le shériff pour qu'il les chasse. En réalité, Maria a découvert le plan d'une concession de pétrole sur la propriété des filles. Mais cette femme a quatre frères qui ne sont pas indifférent au charme ex-""frenchie King""..","['Chacun cherche son chat', 'Yoyo', 'La Poison', 'Les cent et une nuits de Simon Cinéma', 'Le Jumeau']",5,https://image.tmdb.org/t/p/original//51NA6iiYSkyc37inzMWqcwSWiG9.jpg,0.0,0.0,"FGL Productions, Copercines, Films EGE, Francos Films, Hemdale Group, Société Nouvelle de Cinématographie, Vides Cinematografica",,['63a1f230bcf8c900a7037e34'],['https://www.youtube.com/watch?v=GyoPXHEhfF0'],La Date Non Communiquée
718,Série noire,64349,"Franck, représentant de commerce, traîne son existence minable dans la triste banlieue parisienne. Ce porte-à-porte laborieux fait bientôt la rencontre de Mona, une adolescente de 17 ans. Ils se découvrent alors un même but : fuir leur morne condition, quitte à employer les moyens les plus... expéditifs !","['Monsieur Hire', 'Tchao Pantin', 'Police', 'Pickpocket', 'Place Vendôme']",7,https://image.tmdb.org/t/p/original//bmzGNNLAR95rKEW7cJipyPycY2h.jpg,0.0,0.0,"Prospectacle, Gaumont",,['62545a2b27d9cc009d84f606'],['https://www.youtube.com/watch?v=jXdNc76aPVc'],La Date Non Communiquée
719,Docteur Jekyll et les femmes,64534,"Ce soir Mrs Jekyll reçoit pour les fiançailles de son fils, en effet, le docteur Henry Jekyll, va se lier à Fanny Osbourne. Après le repas, le notaire est convoqué par Henry dans son laboratoire; là il reçoit le testament du médecin, en faveur d'un certain Edward Hyde. La réception donnée par le docteur Jekyll va peu à peu sombrer dans l'horreur lorsque le maître de la maison dévoile sa vraie nature de médecin démoniaque.","['Le Viol du vampire', 'La morte vivante', 'Requiem pour un vampire', 'Les Raisins de la mort', 'Le Frisson des vampires']",5,https://image.tmdb.org/t/p/original//2Nwrb7WDdSlfhvGeCLMqraGCHH9.jpg,0.0,0.0,"Allegro Productions, Multimedia Gesellschaft für Audiovisuelle Information mbH, Whodunit Productions",,['5dae35b81cac8c00150abe77'],['https://www.youtube.com/watch?v=AHmXm3_dbFs'],La Date Non Communiquée
720,L'Eau froide,64901,"Dans la France du début des années 70, le difficile apprentissage de la vie d'adulte pour deux adolescents mal aimés, Christine et Gilles. La première, placée en hôpital psychiatrique par son père, s'enfuit pour rejoindre le second à une soirée qui se tient dans une maison abandonnée. Là, les deux jeunes gens décident de partir en Lozère.","['Le Temps retrouvé', 'Les Sœurs Brontë', 'Mes petites amoureuses', 'La Meilleure Façon de marcher', 'Mademoiselle']",6,https://image.tmdb.org/t/p/original//xCVnp2j8URmfHVZKzW8F40hjrze.jpg,0.0,0.0,"IMA Productions, Ima Films, La Sept-Arte, Sony Music Entertainment",,"['6170b78d160e73008e01aa8a', '60266daa8b959e003f2229ef']","['https://www.youtube.com/watch?v=bauqwKeEEmM', 'https://www.youtube.com/watch?v=262445306']",La Date Non Communiquée
721,La Poison,65534,"Paul Braconnier et sa femme Blandine n'ont qu'une seule idée en tête : trouver le moyen d'assassiner l'autre sans risque. Paul rencontre dans ce but un célèbre avocat qui lui explique comment procéder. Paul tue ensuite sa femme d'un coup de couteau dans le ventre, pendant qu'elle lui verse du poison...","['Les cent et une nuits de Simon Cinéma', 'Yoyo', 'Chacun cherche son chat', 'Le Jumeau', 'Cruising Bar']",7,https://image.tmdb.org/t/p/original//xIveHTx9oajX9KM2BLHKaYh4Jw7.jpg,0.0,0.0,Gaumont,,['59ada9d0c3a3682cc804908a'],['https://www.youtube.com/watch?v=2w8hIYpZ3DY'],La Date Non Communiquée
722,Duelle (une quarantaine),65707,"Deux magiciennes immortelles, Leni et Viva, s'affrontent dans Paris. L'une craint la nuit, l'autre la lumière. Toutes deux convoitent une bague qui leur permettra de rester sur Terre, et qui est détenue par des mortels.","['Incroyable mais vrai', 'La Belle Captive', ""L'Immortelle"", 'La Classe de neige', ""L'Éden et après""]",6,https://image.tmdb.org/t/p/original//fYaFwG0MWtPqUO93eyrd3sdgiHl.jpg,0.0,0.0,"Sunchild Productions, Les Productions Jacques Roitfeld, INA",,"['64e38a4ad75bd600aca466ac', '5ff234a2414291004151103a']","['https://www.youtube.com/watch?v=Ps45iEk3G_Q', 'https://www.youtube.com/watch?v=2Oyl-A1_itk']",La Date Non Communiquée
723,Ali Baba et les Quarante Voleurs,66540,"Ali Baba, serviteur du riche marchand Cassim, achète pour ce dernier la danseuse Morgiane au marché des esclaves. Séduit par la jeune femme, qu'il trouve trop belle pour son maître, Ali Baba l'endort avec un philtre. Puis, pour faire plaisir à Morgiane, il s'en va chercher un magnifique perroquet vert que la belle esclave avait remarqué dans une caravane. Alors qu'il négocie le prix de l'oiseau avec les nomades, la caravane est attaquée par quarante voleurs. Caché dans un panier, Ali Baba est emmené dans le repaire des brigands, une caverne qui renferme un fabuleux butin. Sur place, le serviteur de Cassim entend les mots magiques qui permettent d'ouvrir l'accès à la grotte. Ali Baba, qui se demandait comment racheter Morgiane à son maître pour l'épouser, décide de saisir cette opportunité de s'enrichir...","[""L'Homme de Rio"", 'Nicky Larson et le parfum de Cupidon', 'La Chèvre', 'Les 1001 nuits', 'Fantômas']",6,https://image.tmdb.org/t/p/original//314RaBN4qVTQcmbu2kfKVLmdPfY.jpg,0.0,0.0,Films du Cyclope,,['62ce72068eda87004b3d0d45'],['https://www.youtube.com/watch?v=FjV7xCQlJos'],La Date Non Communiquée
724,La Vingt-cinquième Heure,66568,"Au printemps 1939, le roi de Roumanie décrète que les Juifs du pays devront être envoyés en camp de travail. Johann Moritz, un brave paysan, est alors victime de la machination du capitaine des gardes qui convoite sa femme Suzanna. Dénoncé par lui comme juif, Moritz se retrouve en camp de travail. L'année suivante, les troupes allemandes entrent en Roumanie et confisquent les biens des Israélites. Suzanna est alors contrainte de demander le divorce pour conserver de quoi élever leurs enfants. Lorsque la guerre éclate, Johann parvient à s'évader. Arrivé en Hongrie, le comité israélite refuse de l'aider, arguant qu'il n'est pas juif...","['Viva la muerte', 'Lacombe Lucien', 'Jeux interdits', 'Week-end à Zuydcoote', 'Timbuktu']",7,https://image.tmdb.org/t/p/original//3JiBrjp0cLkqCnqqm93wp14WyqB.jpg,0.0,0.0,"C. C. Champion, Les Films Concordia, Avala Film, Carlo Ponti Production, Metro-Goldwyn-Mayer",,['533ec6bdc3a368544800684f'],['https://www.youtube.com/watch?v=cARO3NQGjdE'],La Date Non Communiquée
725,"Qui êtes-vous, Polly Maggoo ?",66953,Une équipe de télévision vient interviewer le mannequin vedette Polly Maggoo.,"['La Fiancée du pirate', 'Mon oncle Antoine', 'Mister Freedom', 'Diabolo menthe', 'La Guerre des boutons']",6,https://image.tmdb.org/t/p/original//5N379fXQtCACVmioZpuvOGa7cGp.jpg,0.0,0.0,"Club des Produceteurs, Delpire Productions",,['5470943192514112e70051ba'],['https://www.youtube.com/watch?v=I8x40g8bPyg'],La Date Non Communiquée
726,Quartet,67022,"Marya et Stephan, jeune couple boheme, vivent dans l'insouciance du Montparnasse des annees 20. Jusqu'au jour ou Stephan se fait arreter pour recel d'oeuvres d'art. Marya est alors recueillie par un couple de mecenes anglais, bien connu des milieux artistiques.","['36 Fillette', 'Moderato cantabile', 'Kung-Fu Master', 'Je, tu, il, elle', 'Loulou']",5,https://image.tmdb.org/t/p/original//rWIGC4l8HxvGz5JlGBRkvOXcYPa.jpg,0.0,0.0,"Lyric International, National Film Trustee Company, Merchant Ivory Productions, Franco London Films",,"['62e5bc121ad93b0059a1475d', '5ccb5b490e0a262fc5ffed64']","['https://www.youtube.com/watch?v=85_uO_qyQYc', 'https://www.youtube.com/watch?v=SJXINaiKmGw']",La Date Non Communiquée
727,La Fiancée du pirate,67496,Une jolie vagabonde se venge des humiliations subies par elle et sa mère en séduisant tous les notables d'un village.,"['Qui êtes-vous, Polly Maggoo ?', 'Mon oncle Antoine', 'Mister Freedom', 'Diabolo menthe', 'La Guerre des boutons']",6,https://image.tmdb.org/t/p/original//ywcVoLZJo0GggY1thGGgKr1Chi4.jpg,0.0,0.0,"Cythère Films, Paris Film Production",,['604120358efe730045a0f427'],['https://www.youtube.com/watch?v=OHFxFPjx004'],La Date Non Communiquée
728,Casque d'Or,68822,"A la fin du XIXe siècle, lors d'un bal à Joinville, aux portes de Paris, Georges, un ancien criminel travaillant comme menuisier, rencontre Marie, une jeune femme liée à une bande criminelle.","['Pierrot le fou', 'Le Fidèle', 'Mauvais Sang', 'Sur mes lèvres', ""L'Hermine""]",7,https://image.tmdb.org/t/p/original//a76qD00Ke95RjyOiiFdBXoc2Wee.jpg,0.0,0.0,"Spéva Films, Paris-Film Production",,"['634e8ee6a8b2ca008169be66', '533ec6bfc3a36854480069f0']","['https://www.youtube.com/watch?v=d-f7-nnkQaI', 'https://www.youtube.com/watch?v=UoFjjwpC4ME']",La Date Non Communiquée
729,La Femme publique,70410,Une jeune actrice inexpérimentée rejoint un tournage. Mais elle ne s'avère bientôt plus capable de décerner la fiction de la réalité.,"['Documenteur', 'Vie privée', ""Passe ton bac d'abord"", 'Nénette et Boni', ""S'en fout la mort""]",6,https://image.tmdb.org/t/p/original//cIWSdfPkPvfNzPZPJBz8CVCsQSx.jpg,0.0,0.0,Hachette-Fox Productions,,['533ec6c0c3a3685448006aec'],['https://www.youtube.com/watch?v=GGncTncww1A'],La Date Non Communiquée
730,La Meilleure Façon de marcher,70460,"Durant l'été 1960, Marc et Philippe sont moniteurs dans une colonie de vacances en Auvergne. Tout les oppose : le premier se veut viril, tandis que le second se montre beaucoup plus réservé et taciturne. Un malheureux concours de circonstances - Marc surprend Philippe habillé en femme - aidant, le premier soupçonne l'autre d'être homosexuel. Une relation ambiguë, mélange de sadisme et de vénération, s'instaure alors entre les deux moniteurs.","['Mes petites amoureuses', 'Le Temps retrouvé', ""L'Eau froide"", 'Les Sœurs Brontë', ""Goto, l'île d'amour""]",6,https://image.tmdb.org/t/p/original//6f1lNs7dxElE3svv0WWOQY4nIAa.jpg,0.0,0.0,Filmoblic,,['5d5757e7e8131d0c46895a06'],['https://www.youtube.com/watch?v=0-nsSw-TI5Y'],La Date Non Communiquée
731,Tendres cousines,73134,"Juin 1939. Julien, quinze ans, vient passer ses grandes vacances dans le domaine campagnard de ses parents. Avec eux se trouvent un savant allemand, le professeur Unrath, et sa fille; Lieselotte. Julien est amoureux de sa cousine Julia, un peu plus âgée que lui, mais celle-ci l'ignore. Charles, un jeune homme d'une vingtaine d'année, fait la cour à Julia. Julien fait tout ce qu'il peut pour séduire sa dulcinée, mais c'est Lieselotte qui lui fait des avances. C'est alors que la guerre éclate ; les hommes doivent partir pour l'armée. Maintenant il y a un peu moins d'hommes, le jeune Julien devient intéressant pour les femmes. Entre autres, il essaie de séduire la femme de chambre, mais sa mère l'en empêche. Au bout du compte, Julien et Julia peuvent se retrouver discrètement et vivre une première fois très romantique.","[""Un moment d'égarement"", ""L'Amant"", 'Le Mépris', 'La Belle Saison', 'Contes immoraux']",5,https://image.tmdb.org/t/p/original//jITSqc5btIXBRsiZbC3RkZaoY4U.jpg,0.0,0.0,"Stéphan Films, Filmédis, Planet-Film Berlin, Crown International Pictures",,['6029f5cb54f6eb003e4c115a'],['https://www.youtube.com/watch?v=5h0TDJ5viHw'],La Date Non Communiquée
732,Mes nuits sont plus belles que vos jours,73764,"En phase terminale, Lucas, un génie de l'informatique, rencontre Blanche, une télépathe. Mariée, la jeune femme est quand même séduite par cet homme plus âgé. Lassés par leur routine quotidienne, les amants vivent une passion débordante la nuit. Grâce à cette relation, ils vont explorer leurs troubles du passé et apprendre à les surmonter ensemble. Pourtant, au grand regret de Blanche, cet amour ne peut être qu'éphémère car les jours de Lucas sont désormais comptés..","['La Vérité', 'Masculin féminin', 'Le Bonheur', 'Un beau matin', 'À nos amours']",6,https://image.tmdb.org/t/p/original//ybrHgmo4fOYEXxDcgyckS1SgqKj.jpg,0.0,0.0,Saris,,['60306d3770b44400407ff61a'],['https://www.youtube.com/watch?v=TT0iYpsOiBU'],La Date Non Communiquée
733,Mon oncle Antoine,74689,"Vers 1940, dans une petite ville minière du Québec. La veille de Noël est le seul jour de l'année où les usines ferment leurs portes. Insouciante pour quelques heures, la population, rassemblée au magasin général, oublie sa pauvreté et se livre à la joie des Fêtes. Aux aguets, un garçon de quinze ans, attentif aux conversations et gestes de ses aînés, découvre à travers les êtres qui l'entourent l'univers des adultes, le monde des sensations et sa rudesse, celui de la souffrance et des petites folies auxquelles on se raccroche et qui prennent, pour un instant, l'air du bonheur...","['La Fiancée du pirate', 'Qui êtes-vous, Polly Maggoo ?', 'Mister Freedom', 'Diabolo menthe', 'La Guerre des boutons']",6,https://image.tmdb.org/t/p/original//9gcADZrXrRoCO3U02e1temvQu7Z.jpg,0.0,0.0,ONF | NFB,,['64ef53a577d23b00ec0396be'],['https://www.youtube.com/watch?v=t1Yi6tHMvPc'],La Date Non Communiquée
734,Week-end à Zuydcoote,75525,"En juin 1940, au plus fort de la Débâcle, un groupe de soldats français rejoint le gros des troupes anglaises et françaises en attente d'embarquement pour l'Angleterre sur les plages de Zuydcoote. Ils tentent tant bien que mal de s'accomoder de la situation mais parmi eux, le sergent Julien Maillat, cherche activement à s'embarquer. En chemin, il rencontre Jeanne, une jeune femme qui refuse de quitter sa maison malgré les bombardements et l'avancée des troupes allemandes...","['Jeux interdits', 'Lacombe Lucien', 'La Vingt-cinquième Heure', 'Viva la muerte', 'Timbuktu']",7,https://image.tmdb.org/t/p/original//a27DyZxrwcfVUzPUcVMGvdvyfBn.jpg,0.0,0.0,"Paris-Film Production, Interopa Film",,['613a8c93e323f3004300a74d'],['https://www.youtube.com/watch?v=7PPw7S4IuIg'],La Date Non Communiquée
735,La Veuve Couderc,76871,"Un inconnu qui sort du bagne arrive dans un village se fait engager comme ouvrier dans la ferme de la veuve Couderc. En plus du travail de la ferme, elle doit se battre au quotidien contre sa belle-famille, qui voudrait bien la faire expulser de chez elle.  Une histoire d'amour va naître entre la veuve et ce voyou en cavale dans la France rurale des années 1930...","['Maîtresse', ""Quatre nuits d'un rêveur"", 'Léon Morin, prêtre', 'Une femme douce', 'Loulou']",6,https://image.tmdb.org/t/p/original//gcJ5l9lHQdFyc6zscUtYOxnxpRy.jpg,0.0,0.0,"Lira Films, Pegaso Cinematografica",,['64dfb9f2e19de9011d5de7f0'],['https://www.youtube.com/watch?v=eS8M83sU74E'],La Date Non Communiquée
736,La morte vivante,77010,"Un accident impliquant des produits toxiques réveille une belle héritière décédée quelques années auparavant. Avec l'aide de l'un de ses amis d'enfance, elle va combler son insatiable soif de sang.","['Requiem pour un vampire', 'Le Viol du vampire', 'Les Raisins de la mort', 'Le Frisson des vampires', 'Docteur Jekyll et les femmes']",5,https://image.tmdb.org/t/p/original//bXIa09d9WpUFMdy83YC0FfMV2Yq.jpg,0.0,0.0,"Les Films du Yaka, Films A.B.C., Les Films Aleriaz",,['5fe686b44539d0003ea04a3c'],['https://www.youtube.com/watch?v=1-94q5kFX7M'],La Date Non Communiquée
737,L'École de la chair,77936,"Ils se rencontrent à Paris. Dominique et Quentin. Il est jeune, elle moins. Elle vit, il survit. Tout les sépare, leur monde est étranger l'un à l'autre. Et comme toujours un regard suffit à les enchaîner pour un temps. Quand l'histoire se termine, Dominique revient à elle, mais elle est une autre.","[""L'Appartement"", 'Trois couleurs : Rouge', 'Maîtresse', 'Léon Morin, prêtre', ""Quatre nuits d'un rêveur""]",5,https://image.tmdb.org/t/p/original//9cOfMtRdWwuLsKMZkiajo5YJsvd.jpg,0.0,0.0,"Orsans Productions, Artémis Productions, Bel Age Distribution, La Sept Cinéma, Pyramide Productions",,['557441c79251413aa00007d1'],['https://www.youtube.com/watch?v=0IIMTO9vXtE'],La Date Non Communiquée
738,Glissements progressifs du plaisir,78071,"Alice est enfermée dans une prison pour mineures tenue par des religieuses. Elle est accusée d'avoir tué Nora, son amie. Celle-ci a été retrouvée morte, attachée dans son lit, une paire de ciseaux dans le coeur. L'interrogatoire commence dans sa cellule, dont l'architecture rappelle l'appartement où a eu lieu le meurtre. La confession d'Alice mêle la réalité à des délires quasi fantastique. Une jeune avocate entre dans la cellule d'Alice. Ses traits rapellent ceux de Nora. Elle se laisse abuser par les fantaisies verbales d'Alice, se prête aux jeux lesbiens et connaît le sort de l'infortunée Nora...","[""L'Été meurtrier"", 'Histoires extraordinaires', 'Évolution', 'La mariée était en noir', ""Le crime de l'Orient-Express""]",6,https://image.tmdb.org/t/p/original//8F0nJEm386dQMZfsoTekqvZdPry.jpg,0.0,0.0,"S.N.E.T.C., Cosefa",,['5fe7da89e18b97003e8dec5e'],['https://www.youtube.com/watch?v=P1RH3nwPhWo'],La Date Non Communiquée
739,La Route de Salina,79717,"Sur la Route de Salina, Jonas, un jeune hippie, s'arrête dans une maison isolée où une mère, Mara, et sa fille, Billie, reconnaissent immédiatement en lui leur fils et frère.","['Paris nous appartient', ""Maigret et l'Affaire Saint-Fiacre"", 'Demonlover', 'Caché', 'Boîte noire']",6,https://image.tmdb.org/t/p/original//3kUqGyETtCcFgEq2JIKKgnDzRbv.jpg,0.0,0.0,"Transinter Films, Fono Roma, Les Films Corona, Selenia Cinematografica",,['5c787a0d0e0a2611e10e3bba'],['https://www.youtube.com/watch?v=L0Gd3UbFOKg'],La Date Non Communiquée
740,Diabolo menthe,80220,"Frédérique et Anne Weber, respectivement âgées de 15 et 13 ans, retrouvent les bancs du lycée Jules-Ferry, à Paris, en cette rentrée de septembre 1963. La vie reprend son cours, même si cette année s'annonce différente des précédentes. Frédérique et Anne ne voient en effet plus guère leur père depuis le divorce de leurs parents. Et leur mère, chargée de leur éducation, ne parvient pas toujours à gagner leur confiance. Proches, mais déjà distantes, les deux adolescentes suivent chacune leur voie. Frédérique ne parle que de «surboums», écrit beaucoup à son flirt et commence, confusément, à s'éveiller aux réalités du monde. Anne, irritée d'être la cadette et de n'être encore point femme, se montre plus solitaire et se réfugie dans la lecture...","['La Guerre des boutons', 'Mister Freedom', 'Odette Toulemonde', ""L'Argent de poche"", 'La Source des femmes']",6,https://image.tmdb.org/t/p/original//xZdsIvPnwXIlQYqA4gqdpurUGqP.jpg,0.0,0.0,"Alexandre Films, Les Films de l'Alma",,"['5ff1ebaa9affc0003df56721', '56083866925141290e001703']","['https://www.youtube.com/watch?v=UoVkHWq3-l0', 'https://www.youtube.com/watch?v=zKd_CBrV0s0']",La Date Non Communiquée
741,Les Amants de Montparnasse,80470,"Années 1919. Les artistes et leurs mécènes se retrouvent dans les cafés de Montparnasse. Parmi eux, un peintre, Modigliani. Ignoré de ses contemporains, il noie son amertume dans l'alcool et la drogue. Seule Béatrice, une riche Anglaise, parvient à le réconforter. Un jour, à l'atelier, il rencontre Jeanne Hébuterne, une jeune bourgeoise, qui tombe sous son charme. Mais, miné par la tuberculose, le peintre de génie s'approche lentement de sa fin. Un marchand de tableaux, dans les derniers instants de vie de l'artiste, achète à bas prix toutes ses toiles...","['Lola Montès', 'Frantz', 'Camille Claudel', 'Madame Bovary', 'La Reine Margot']",6,https://image.tmdb.org/t/p/original//aXubYmecV0BRnibbmR7qFk7e27i.jpg,0.0,0.0,"Produzione Pallavicini, Franco London Films, Astra Cinematografica",,['62f6cc1b2790bf007a78f9db'],['https://www.youtube.com/watch?v=xf5nKwdq3pg'],La Date Non Communiquée
742,Les Exploits d'un jeune Don Juan,81774,"En 1914, Roger, 16 ans, arrive dans la demeure familiale peuplée de femmes, les hommes étant bientôt mobilisés sur le front. C'est dans cet environnement qu'il vit son éveil à la sensualité.","[""Combien tu m'aimes ?"", 'La Chinoise', 'Chambre 212', 'Avis de mistral', ""Ôtez-moi d'un doute""]",5,https://image.tmdb.org/t/p/original//jp8LYiQzEoUuMqu2lGSZZ1A4Nsf.jpg,0.0,1300000.0,"Séléna Audiovisuel, Antea Cinematografica, Lagonda Films, Les Films Ariane, Orphée Arts",,"['61ae73c9f8aee80042eb4012', '5535764b92514147160007cd']","['https://www.youtube.com/watch?v=EYlF9YSor80', 'https://www.youtube.com/watch?v=1uUXNIGEHNA']",La Date Non Communiquée
